City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
698,Kommunisticheskiy,RU,61.6789,64.4819,64.11,87,63,4.85,broken clouds
699,Palu,ID,-0.8917,119.8707,87.85,62,81,1.95,broken clouds
700,Chuka,KE,-0.3332,37.6459,57.36,91,91,3.62,overcast clouds
701,Santa Cruz,BO,-17.8,-63.1667,74.66,78,20,9.22,few clouds
702,Xinmin,CN,41.9908,122.8253,72.77,87,97,8.57,overcast clouds
703,Chimoio,MZ,-19.1164,33.4833,51.55,91,0,3.56,clear sky
704,Gryfice,PL,53.9165,15.2003,58.84,89,33,1.36,scattered clouds
705,Thyolo,MW,-16.0678,35.1405,52.16,97,33,1.12,scattered clouds
706,Trebinje,BA,42.7119,18.3442,68.36,88,0,6.91,clear sky
707,Qasigiannguit,GL,68.8193,-51.1922,33.33,98,100,2.26,overcast clouds
